Hour,Solar (MW),Charge (MW),Discharge (MW),SOC (MWh),Energy Served (MW)
6978,0.0,0.0,100.0,44485.015,100.0
6979,0.0,0.0,100.0,44373.904,100.0
6980,0.0,0.0,100.0,44262.793,100.0
6981,0.0,0.0,100.0,44151.682,100.0
6982,0.0,0.0,100.0,44040.571,100.0
6983,14.326444587084296,0.0,85.673555,43945.378,100.0
6984,99.69077094370202,0.0,0.30922825,43945.034,100.0
6985,186.33969706675157,86.339699,0.0,44022.74,100.0
6986,255.42180699842584,155.42181,0.0,44162.62,100.0
6987,300.145443405963,200.14545,0.0,44342.751,100.0
6988,316.876974220927,216.87698,0.0,44537.94,100.0
6989,304.3245282783359,204.32453,0.0,44721.832,100.0
6990,263.4494086562594,163.44941,0.0,44868.936,100.0
6991,197.52617158233912,97.526173,0.0,44956.71,100.0
6992,112.74353765072357,12.743539,0.0,44968.179,100.0
6993,24.33292616995131,0.0,75.667074,44884.105,100.0
6994,0.0,0.0,100.0,44772.993,100.0
6995,0.0,0.0,100.0,44661.882,100.0
6996,0.0,0.0,100.0,44550.771,100.0
6997,0.0,0.0,100.0,44439.66,100.0
6998,0.0,0.0,100.0,44328.549,100.0
6999,0.0,0.0,100.0,44217.438,100.0
7000,0.0,0.0,100.0,44106.327,100.0
7001,0.0,0.0,100.0,43995.216,100.0
7002,0.0,0.0,100.0,43884.105,100.0
7003,0.0,0.0,100.0,43772.993,100.0
7004,0.0,0.0,100.0,43661.882,100.0
7005,0.0,0.0,100.0,43550.771,100.0
7006,0.0,0.0,100.0,43439.66,100.0
7007,13.42170567523238,0.0,86.578294,43343.462,100.0
7008,98.19380721950894,0.0,1.806192,43341.455,100.0
7009,184.68867289011553,84.688674,0.0,43417.675,100.0
7010,253.6513811551205,153.65138,0.0,43555.961,100.0
7011,298.2650000723584,198.265,0.0,43734.4,100.0
7012,314.8980484062941,214.89805,0.0,43927.808,100.0
7013,302.26488778137724,202.26489,0.0,44109.846,100.0
7014,261.3343292923715,161.33433,0.0,44255.047,100.0
7015,195.39269087609873,95.392692,0.0,44340.901,100.0
7016,110.66977802132013,10.669779,0.0,44350.503,100.0
7017,22.793272612220406,0.0,77.206727,44264.718,100.0
7018,0.0,0.0,100.0,44153.607,100.0
7019,0.0,0.0,100.0,44042.496,100.0
7020,0.0,0.0,100.0,43931.385,100.0
7021,0.0,0.0,100.0,43820.274,100.0
7022,0.0,0.0,100.0,43709.163,100.0
7023,0.0,0.0,100.0,43598.052,100.0
7024,0.0,0.0,100.0,43486.94,100.0
7025,0.0,0.0,100.0,43375.829,100.0
7026,0.0,0.0,100.0,43264.718,100.0
7027,0.0,0.0,100.0,43153.607,100.0
7028,0.0,0.0,100.0,43042.496,100.0
7029,0.0,0.0,100.0,42931.385,100.0
7030,0.0,0.0,100.0,42820.274,100.0
7031,12.534090735945247,0.0,87.465909,42723.089,100.0
7032,96.6887711094117,0.0,3.3112281,42719.41,100.0
7033,183.02769611444495,83.027698,0.0,42794.135,100.0
7034,251.87225142066347,151.87225,0.0,42930.82,100.0
7035,296.3789473568186,196.37895,0.0,43107.561,100.0
7036,312.91806388399095,212.91807,0.0,43299.188,100.0
7037,300.2098346384304,200.20984,0.0,43479.376,100.0
7038,259.23017438924245,159.23018,0.0,43622.684,100.0
7039,193.27677871675746,93.27678,0.0,43706.633,100.0
7040,108.62086444227452,8.6208653,0.0,43714.391,100.0
7041,21.30315779886272,0.0,78.696842,43626.951,100.0
7042,0.0,0.0,100.0,43515.839,100.0
7043,0.0,0.0,100.0,43404.728,100.0
7044,0.0,0.0,100.0,43293.617,100.0
7045,0.0,0.0,100.0,43182.506,100.0
7046,0.0,0.0,100.0,43071.395,100.0
7047,0.0,0.0,100.0,42960.284,100.0
7048,0.0,0.0,100.0,42849.173,100.0
7049,0.0,0.0,100.0,42738.062,100.0
7050,0.0,0.0,100.0,42626.951,100.0
7051,0.0,0.0,100.0,42515.839,100.0
7052,0.0,0.0,100.0,42404.728,100.0
7053,0.0,0.0,100.0,42293.617,100.0
7054,0.0,0.0,100.0,42182.506,100.0
7055,11.665195167611513,0.0,88.334805,42084.356,100.0
7056,95.17627780640925,0.0,4.8237214,42078.997,100.0
7057,181.35750220059262,81.357504,0.0,42152.218,100.0
7058,250.0853200403515,150.08532,0.0,42287.295,100.0
7059,294.4883442622671,194.48835,0.0,42462.335,100.0
7060,310.9382115417139,210.93821,0.0,42652.179,100.0
7061,298.1606561261448,198.16066,0.0,42830.524,100.0
7062,257.1382824669119,157.13828,0.0,42971.948,100.0
7063,191.17976766245107,91.179769,0.0,43054.01,100.0
7064,106.59804488703053,6.5980457,0.0,43059.948,100.0
7065,19.864017073838525,0.0,80.135983,42970.908,100.0
7066,0.0,0.0,100.0,42859.797,100.0
7067,0.0,0.0,100.0,42748.686,100.0
7068,0.0,0.0,100.0,42637.575,100.0
7069,0.0,0.0,100.0,42526.464,100.0
7070,0.0,0.0,100.0,42415.353,100.0
7071,0.0,0.0,100.0,42304.241,100.0
7072,0.0,0.0,100.0,42193.13,100.0
7073,0.0,0.0,100.0,42082.019,100.0
7074,0.0,0.0,100.0,41970.908,100.0
7075,0.0,0.0,100.0,41859.797,100.0
7076,0.0,0.0,100.0,41748.686,100.0
7077,0.0,0.0,100.0,41637.575,100.0
7078,0.0,0.0,100.0,41526.464,100.0
7079,10.81664585046459,0.0,89.183354,41427.371,100.0
7080,93.65693269400657,0.0,6.3430665,41420.323,100.0
7081,179.67881912969645,79.678821,0.0,41492.034,100.0
7082,248.29148669409008,148.29149,0.0,41625.497,100.0
7083,292.5942518682587,192.59425,0.0,41798.831,100.0
7084,308.95968821077327,208.95969,0.0,41986.895,100.0
7085,296.1186482126545,196.11865,0.0,42163.402,100.0
7086,255.0600019711822,155.06,0.0,42302.956,100.0
7087,189.10299903385317,89.103001,0.0,42383.149,100.0
7088,104.60256789722622,4.6025687,0.0,42387.291,100.0
7089,18.477202686423368,0.0,81.522797,42296.71,100.0
7090,0.0,0.0,100.0,42185.599,100.0
7091,0.0,0.0,100.0,42074.488,100.0
7092,0.0,0.0,100.0,41963.377,100.0
7093,0.0,0.0,100.0,41852.266,100.0
7094,0.0,0.0,100.0,41741.154,100.0
7095,0.0,0.0,100.0,41630.043,100.0
7096,0.0,0.0,100.0,41518.932,100.0
7097,0.0,0.0,100.0,41407.821,100.0
7098,0.0,0.0,100.0,41296.71,100.0
7099,0.0,0.0,100.0,41185.599,100.0
7100,0.0,0.0,100.0,41074.488,100.0
7101,0.0,0.0,100.0,40963.377,100.0
7102,0.0,0.0,100.0,40852.266,100.0
7103,9.99009327147878,0.0,90.009907,40752.255,100.0
7104,92.13132255357762,0.0,7.8686767,40743.512,100.0
7105,177.99235828649924,77.99236,0.0,40813.705,100.0
7106,246.49163982879332,146.49164,0.0,40945.547,100.0
7107,290.6977254279763,190.69773,0.0,41117.175,100.0
7108,306.98368971828995,206.98369,0.0,41303.46,100.0
7109,294.0851096585051,194.08511,0.0,41478.137,100.0
7110,252.99668643313854,152.99669,0.0,41615.834,100.0
7111,187.04781906975032,87.047821,0.0,41694.177,100.0
7112,102.6356792778179,2.6356801,0.0,41696.549,100.0
7113,17.14396727122709,0.0,82.856033,41604.487,100.0
7114,0.0,0.0,100.0,41493.376,100.0
7115,0.0,0.0,100.0,41382.265,100.0
7116,0.0,0.0,100.0,41271.154,100.0
7117,0.0,0.0,100.0,41160.042,100.0
7118,0.0,0.0,100.0,41048.931,100.0
7119,0.0,0.0,100.0,40937.82,100.0
7120,0.0,0.0,100.0,40826.709,100.0
7121,0.0,0.0,100.0,40715.598,100.0
7122,0.0,0.0,100.0,40604.487,100.0
7123,0.0,0.0,100.0,40493.376,100.0
7124,0.0,0.0,100.0,40382.265,100.0
7125,0.0,0.0,100.0,40271.154,100.0
7126,0.0,0.0,100.0,40160.042,100.0
7127,9.187204905316252,0.0,90.812795,40059.139,100.0
7128,90.60000980037262,0.0,9.3999895,40048.695,100.0
7129,176.29880793588535,76.298809,0.0,40117.364,100.0
7130,244.68664992306756,144.68665,0.0,40247.582,100.0
7131,288.79980756485793,188.79981,0.0,40417.502,100.0
7132,305.01140410410693,205.01141,0.0,40602.012,100.0
7133,292.06133534112604,192.06134,0.0,40774.867,100.0
7134,250.94968800451605,150.94969,0.0,40910.722,100.0
7135,185.0155727284451,85.015574,0.0,40987.236,100.0
7136,100.69861599173323,0.69861681,0.0,40987.865,100.0
7137,15.865444385789019,0.0,84.134555,40894.382,100.0
7138,0.0,0.0,100.0,40783.271,100.0
7139,0.0,0.0,100.0,40672.16,100.0
7140,0.0,0.0,100.0,40561.048,100.0
7141,0.0,0.0,100.0,40449.937,100.0
7142,0.0,0.0,100.0,40338.826,100.0
7143,0.0,0.0,100.0,40227.715,100.0
7144,0.0,0.0,100.0,40116.604,100.0
7145,0.0,0.0,100.0,40005.493,100.0
7146,0.0,0.0,100.0,39894.382,100.0
7147,0.0,0.0,100.0,39783.271,100.0
7148,0.0,0.0,100.0,39672.16,100.0
7149,0.0,0.0,100.0,39561.048,100.0
7150,0.0,0.0,100.0,39449.937,100.0
7151,8.409660289009171,0.0,91.59034,39348.17,100.0
7152,89.06353200472165,0.0,10.936467,39336.019,100.0
7153,174.5988317058334,74.598833,0.0,39403.158,100.0
7154,242.8773670544487,142.87737,0.0,39531.747,100.0
7155,286.9015248656045,186.90153,0.0,39699.959,100.0
7156,303.0440072255809,203.04401,0.0,39882.698,100.0
7157,290.04861092201605,190.04861,0.0,40053.742,100.0
7158,248.92035129747183,148.92035,0.0,40187.77,100.0
7159,183.00759694318825,83.007598,0.0,40262.477,100.0
7160,98.79259894031648,0.0,1.2074003,40261.136,100.0
7161,14.642627585419502,0.0,85.357372,40166.294,100.0
7162,0.0,0.0,100.0,40055.183,100.0
7163,0.0,0.0,100.0,39944.072,100.0
7164,0.0,0.0,100.0,39832.961,100.0
7165,0.0,0.0,100.0,39721.85,100.0
7166,0.0,0.0,100.0,39610.739,100.0
7167,0.0,0.0,100.0,39499.627,100.0
7168,0.0,0.0,100.0,39388.516,100.0
7169,0.0,0.0,100.0,39277.405,100.0
7170,0.0,0.0,100.0,39166.294,100.0
7171,0.0,0.0,100.0,39055.183,100.0
7172,0.0,0.0,100.0,38944.072,100.0
7173,0.0,0.0,100.0,38832.961,100.0
7174,0.0,0.0,100.0,38721.85,100.0
7175,7.659147568688036,0.0,92.340852,38619.249,100.0
7176,87.52240840700034,0.0,12.477591,38605.385,100.0
7177,172.89307410841636,72.893076,0.0,38670.988,100.0
7178,241.0646250047886,141.06463,0.0,38797.947,100.0
7179,285.003890230166,185.00389,0.0,38964.45,100.0
7180,301.08266318014677,201.08267,0.0,39145.425,100.0
7181,288.0482113247805,188.04821,0.0,39314.668,100.0
7182,246.91001007728315,146.91001,0.0,39446.887,100.0
7183,181.02521580908336,81.025217,0.0,39519.81,100.0
7184,96.91882690366502,0.0,3.0811723,39516.386,100.0
7185,13.476349892307146,0.0,86.52365,39420.249,100.0
7186,0.0,0.0,100.0,39309.138,100.0
7187,0.0,0.0,100.0,39198.027,100.0
7188,0.0,0.0,100.0,39086.915,100.0
7189,0.0,0.0,100.0,38975.804,100.0
7190,0.0,0.0,100.0,38864.693,100.0
7191,0.0,0.0,100.0,38753.582,100.0
7192,0.0,0.0,100.0,38642.471,100.0
7193,0.0,0.0,100.0,38531.36,100.0
7194,0.0,0.0,100.0,38420.249,100.0
7195,0.0,0.0,100.0,38309.138,100.0
7196,0.0,0.0,100.0,38198.027,100.0
7197,0.0,0.0,100.0,38086.915,100.0
7198,0.0,0.0,100.0,37975.804,100.0
7199,6.93736000132052,0.0,93.06264,37872.401,100.0
7200,85.97715349665607,0.0,14.022846,37856.82,100.0
7201,171.18217336278298,71.182175,0.0,37920.884,100.0
7202,239.24925238368115,139.24925,0.0,38046.209,100.0
7203,283.1079117340571,183.10791,0.0,38211.006,100.0
7204,299.1285305814835,199.12853,0.0,38390.222,100.0
7205,286.06140432662914,186.06141,0.0,38557.677,100.0
7206,244.91998828000467,144.91999,0.0,38688.105,100.0
7207,179.06973935671888,79.069741,0.0,38759.268,100.0
7208,95.07847336681272,0.0,4.9215259,38753.799,100.0
7209,12.367264946768355,0.0,87.632735,38656.429,100.0
7210,0.0,0.0,100.0,38545.318,100.0
7211,0.0,0.0,100.0,38434.207,100.0
7212,0.0,0.0,100.0,38323.096,100.0
7213,0.0,0.0,100.0,38211.985,100.0
7214,0.0,0.0,100.0,38100.874,100.0
7215,0.0,0.0,100.0,37989.763,100.0
7216,0.0,0.0,100.0,37878.652,100.0
7217,0.0,0.0,100.0,37767.541,100.0
7218,0.0,0.0,100.0,37656.429,100.0
7219,0.0,0.0,100.0,37545.318,100.0
7220,0.0,0.0,100.0,37434.207,100.0
7221,0.0,0.0,100.0,37323.096,100.0
7222,0.0,0.0,100.0,37211.985,100.0
7223,6.245989565227352,0.0,93.75401,37107.814,100.0
7224,84.42829509600725,0.0,15.571704,37090.512,100.0
7225,169.4667791102015,69.46678,0.0,37153.032,100.0
7226,237.43208860124705,137.43209,0.0,37276.721,100.0
7227,281.2146061450652,181.21461,0.0,37439.814,100.0
7228,297.1827732384415,197.18278,0.0,37617.279,100.0
7229,284.08945824073203,184.08946,0.0,37782.959,100.0
7230,242.95160475852057,142.95161,0.0,37911.616,100.0
7231,177.14246563674527,77.142467,0.0,37981.044,100.0
7232,93.27268618156445,0.0,6.7273131,37973.569,100.0
7233,11.315830054001943,0.0,88.68417,37875.031,100.0
7234,0.0,0.0,100.0,37763.92,100.0
7235,0.0,0.0,100.0,37652.809,100.0
7236,0.0,0.0,100.0,37541.698,100.0
7237,0.0,0.0,100.0,37430.587,100.0
7238,0.0,0.0,100.0,37319.476,100.0
7239,0.0,0.0,100.0,37208.364,100.0
7240,0.0,0.0,100.0,37097.253,100.0
7241,0.0,0.0,100.0,36986.142,100.0
7242,0.0,0.0,100.0,36875.031,100.0
7243,0.0,0.0,100.0,36763.92,100.0
7244,0.0,0.0,100.0,36652.809,100.0
7245,0.0,0.0,100.0,36541.698,100.0
7246,0.0,0.0,100.0,36430.587,100.0
7247,5.586714436877089,0.0,94.413286,36325.683,100.0
7248,82.87639260051023,0.0,17.123607,36306.657,100.0
7249,167.7475705169639,67.747572,0.0,36367.63,100.0
7250,235.61400039783663,135.614,0.0,36489.682,100.0
7251,279.3250131665486,179.32502,0.0,36651.075,100.0
7252,295.2465716879425,195.24657,0.0,36826.797,100.0
7253,282.1336505753906,182.13365,0.0,36990.717,100.0
7254,241.0061791350661,141.00618,0.0,37117.622,100.0
7255,175.24468399654953,75.244685,0.0,37185.343,100.0
7256,91.50258841117646,0.0,8.4974108,37175.901,100.0
7257,10.322290505368072,0.0,89.677709,37076.259,100.0
7258,0.0,0.0,100.0,36965.148,100.0
7259,0.0,0.0,100.0,36854.037,100.0
7260,0.0,0.0,100.0,36742.926,100.0
7261,0.0,0.0,100.0,36631.815,100.0
7262,0.0,0.0,100.0,36520.704,100.0
7263,0.0,0.0,100.0,36409.593,100.0
7264,0.0,0.0,100.0,36298.481,100.0
7265,0.0,0.0,100.0,36187.37,100.0
7266,0.0,0.0,100.0,36076.259,100.0
7267,0.0,0.0,100.0,35965.148,100.0
7268,0.0,0.0,100.0,35854.037,100.0
7269,0.0,0.0,100.0,35742.926,100.0
7270,0.0,0.0,100.0,35631.815,100.0
7271,4.961177773382272,0.0,95.038822,35526.216,100.0
7272,81.32205121393027,0.0,18.677948,35505.463,100.0
7273,166.02527043014703,66.025272,0.0,35564.886,100.0
7274,233.79589460324286,133.7959,0.0,35685.302,100.0
7275,277.44020621693045,177.44021,0.0,35844.998,100.0
7276,293.3211317086164,193.32113,0.0,36018.987,100.0
7277,280.19527417399024,180.19528,0.0,36181.163,100.0
7278,239.08503561125278,139.08504,0.0,36306.339,100.0
7279,173.3776768110212,73.377678,0.0,36372.379,100.0
7280,89.76927815787361,0.0,10.230721,36361.012,100.0
7281,9.386664499629468,0.0,90.613335,36260.33,100.0
7282,0.0,0.0,100.0,36149.219,100.0
7283,0.0,0.0,100.0,36038.108,100.0
7284,0.0,0.0,100.0,35926.997,100.0
7285,0.0,0.0,100.0,35815.886,100.0
7286,0.0,0.0,100.0,35704.775,100.0
7287,0.0,0.0,100.0,35593.664,100.0
7288,0.0,0.0,100.0,35482.552,100.0
7289,0.0,0.0,100.0,35371.441,100.0
7290,0.0,0.0,100.0,35260.33,100.0
7291,0.0,0.0,100.0,35149.219,100.0
7292,0.0,0.0,100.0,35038.108,100.0
7293,0.0,0.0,100.0,34926.997,100.0
7294,0.0,0.0,100.0,34815.886,100.0
7295,4.370956909919669,0.0,95.629043,34709.631,100.0
7296,79.76592986775547,0.0,20.234069,34687.149,100.0
7297,164.30065307314663,64.300654,0.0,34745.02,100.0
7298,231.9787246769229,131.97873,0.0,34863.8,100.0
7299,275.56129742507244,175.5613,0.0,35021.806,100.0
7300,291.40768760648416,191.40769,0.0,35021.806,100.0
7301,278.27563877823707,178.27564,0.0,35182.254,100.0
7302,237.18950295566222,137.1895,0.0,35305.724,100.0
7303,171.54271811036514,71.542719,0.0,35370.113,100.0
7304,88.07382601338135,0.0,11.926173,35356.861,100.0
7305,8.508728788044662,0.0,91.491271,35255.204,100.0
7306,0.0,0.0,100.0,35144.093,100.0
7307,0.0,0.0,100.0,35032.982,100.0
7308,0.0,0.0,100.0,34921.871,100.0
7309,0.0,0.0,100.0,34810.76,100.0
7310,0.0,0.0,100.0,34699.649,100.0
7311,0.0,0.0,100.0,34588.538,100.0
7312,0.0,0.0,100.0,34477.427,100.0
7313,0.0,0.0,100.0,34366.316,100.0
7314,0.0,0.0,100.0,34255.204,100.0
7315,0.0,0.0,100.0,34144.093,100.0
7316,0.0,0.0,100.0,34032.982,100.0
7317,0.0,0.0,100.0,33921.871,100.0
7318,0.0,0.0,100.0,33810.76,100.0
7319,3.8175235824339584,0.0,96.182476,33703.891,100.0
7320,78.20874311120116,0.0,21.791256,33679.678,100.0
7321,162.57454555758494,62.574547,0.0,33735.995,100.0
7322,230.16349128481193,130.16349,0.0,33853.142,100.0
7323,273.6894371222602,173.68944,0.0,34009.463,100.0
7324,289.5075005919473,189.5075,0.0,34180.02,100.0
7325,276.3760683714495,176.37607,0.0,34338.758,100.0
7326,235.3209109670064,135.32091,0.0,34460.547,100.0
7327,169.74106944818203,69.741071,0.0,34523.314,100.0
7328,86.41727063613449,0.0,13.582729,34508.222,100.0
7329,7.688006213483085,0.0,92.311994,34405.653,100.0
7330,0.0,0.0,100.0,34294.542,100.0
7331,0.0,0.0,100.0,34183.431,100.0
7332,0.0,0.0,100.0,34072.32,100.0
7333,0.0,0.0,100.0,33961.209,100.0
7334,0.0,0.0,100.0,33850.097,100.0
7335,0.0,0.0,100.0,33738.986,100.0
7336,0.0,0.0,100.0,33627.875,100.0
7337,0.0,0.0,100.0,33516.764,100.0
7338,0.0,0.0,100.0,33405.653,100.0
7339,0.0,0.0,100.0,33294.542,100.0
7340,0.0,0.0,100.0,33183.431,100.0
7341,0.0,0.0,100.0,33072.32,100.0
7342,0.0,0.0,100.0,32961.209,100.0
7343,3.302196671990842,0.0,96.697803,32853.767,100.0
7344,76.65125887630316,0.0,23.348741,32827.824,100.0
7345,160.8478252977985,60.847827,0.0,32882.587,100.0
7346,228.3512390960503,128.35124,0.0,32998.103,100.0
7347,271.82580999047724,171.82581,0.0,33152.746,100.0
7348,287.62185437990195,187.62186,0.0,33321.606,100.0
7349,274.49789636959883,174.4979,0.0,33478.654,100.0
7350,233.48058544460383,133.48059,0.0,33598.786,100.0
7351,167.97397488664657,67.973976,0.0,33659.963,100.0
7352,84.80061405080903,0.0,15.199385,33643.075,100.0
7353,6.923756738850081,0.0,93.076243,33539.657,100.0
7354,0.0,0.0,100.0,33428.545,100.0
7355,0.0,0.0,100.0,33317.434,100.0
7356,0.0,0.0,100.0,33206.323,100.0
7357,0.0,0.0,100.0,33095.212,100.0
7358,0.0,0.0,100.0,32984.101,100.0
7359,0.0,0.0,100.0,32872.99,100.0
7360,0.0,0.0,100.0,32761.879,100.0
7361,0.0,0.0,100.0,32650.768,100.0
7362,0.0,0.0,100.0,32539.657,100.0
7363,0.0,0.0,100.0,32428.545,100.0
7364,0.0,0.0,100.0,32317.434,100.0
7365,0.0,0.0,100.0,32206.323,100.0
7366,0.0,0.0,100.0,32095.212,100.0
7367,2.826089191007471,0.0,97.173911,31987.241,100.0
7368,75.09429428306395,0.0,24.905705,31959.568,100.0
7369,159.12141562527506,59.121417,0.0,32012.777,100.0
7370,226.54305213954243,126.54305,0.0,32126.666,100.0
7371,269.97163026071973,169.97163,0.0,32279.641,100.0
7372,285.7520503483643,185.75205,0.0,32446.817,100.0
7373,272.6424608930755,172.64246,0.0,32602.196,100.0
7374,231.66984374176786,131.66985,0.0,32720.699,100.0
7375,166.24265703179026,66.242658,0.0,32780.317,100.0
7376,83.22481835836768,0.0,16.775181,32761.678,100.0
7377,6.214973340048328,0.0,93.785027,32657.472,100.0
7378,0.0,0.0,100.0,32546.361,100.0
7379,0.0,0.0,100.0,32435.25,100.0
7380,0.0,0.0,100.0,32324.139,100.0
7381,0.0,0.0,100.0,32213.028,100.0
7382,0.0,0.0,100.0,32101.917,100.0
7383,0.0,0.0,100.0,31990.806,100.0
7384,0.0,0.0,100.0,31879.694,100.0
7385,0.0,0.0,100.0,31768.583,100.0
7386,0.0,0.0,100.0,31657.472,100.0
7387,0.0,0.0,100.0,31546.361,100.0
7388,0.0,0.0,100.0,31435.25,100.0
7389,0.0,0.0,100.0,31324.139,100.0
7390,0.0,0.0,100.0,31213.028,100.0
7391,2.3900511761948384,0.0,97.609949,31104.572,100.0
7392,73.53871089003258,0.0,26.461289,31075.171,100.0
7393,157.39628112133758,57.396282,0.0,31126.827,100.0
7394,224.7400492208503,124.74005,0.0,31239.094,100.0
7395,268.1281373356031,168.12814,0.0,31390.409,100.0
7396,283.8994035237315,183.89941,0.0,31555.918,100.0
7397,270.8111012479275,170.8111,0.0,31709.648,100.0
7398,229.88999184554908,129.88999,0.0,31826.549,100.0
7399,164.5483148203998,64.548316,0.0,31884.643,100.0
7400,81.69080438818624,0.0,18.309195,31864.299,100.0
7401,5.56038327903381,0.0,94.439617,31759.366,100.0
7402,0.0,0.0,100.0,31648.255,100.0
7403,0.0,0.0,100.0,31537.144,100.0
7404,0.0,0.0,100.0,31426.033,100.0
7405,0.0,0.0,100.0,31314.922,100.0
7406,0.0,0.0,100.0,31203.811,100.0
7407,0.0,0.0,100.0,31092.7,100.0
7408,0.0,0.0,100.0,30981.589,100.0
7409,0.0,0.0,100.0,30870.477,100.0
7410,0.0,0.0,100.0,30759.366,100.0
7411,0.0,0.0,100.0,30648.255,100.0
7412,0.0,0.0,100.0,30537.144,100.0
7413,0.0,0.0,100.0,30426.033,100.0
7414,0.0,0.0,100.0,30314.922,100.0
7415,1.9946104368584228,0.0,98.00539,30206.027,100.0
7416,71.98540993991675,0.0,28.014589,30174.9,100.0
7417,155.6734231612013,55.673424,0.0,30225.006,100.0
7418,222.94337975438825,122.94338,0.0,30335.655,100.0
7419,266.29659205088893,166.29659,0.0,30485.322,100.0
7420,282.06523940864196,182.06524,0.0,30649.18,100.0
7421,269.0051554225567,169.00516,0.0,30801.285,100.0
7422,228.1423226189495,128.14232,0.0,30916.613,100.0
7423,162.8921225660974,62.892124,0.0,30973.216,100.0
7424,80.19945160317056,0.0,19.800548,30951.216,100.0
7425,4.958454683879356,0.0,95.041545,30845.614,100.0
7426,0.0,0.0,100.0,30734.503,100.0
7427,0.0,0.0,100.0,30623.392,100.0
7428,0.0,0.0,100.0,30512.28,100.0
7429,0.0,0.0,100.0,30401.169,100.0
7430,0.0,0.0,100.0,30290.058,100.0
7431,0.0,0.0,100.0,30178.947,100.0
7432,0.0,0.0,100.0,30067.836,100.0
7433,0.0,0.0,100.0,29956.725,100.0
7434,0.0,0.0,100.0,29845.614,100.0
7435,0.0,0.0,100.0,29734.503,100.0
7436,0.0,0.0,100.0,29623.392,100.0
7437,0.0,0.0,100.0,29512.28,100.0
7438,0.0,0.0,100.0,29401.169,100.0
7439,1.6399137527921894,0.0,98.360086,29291.88,100.0
7440,70.43532787523796,0.0,29.564672,29259.031,100.0
7441,153.9538757723646,53.953877,0.0,29307.589,100.0
7442,221.1542199468002,121.15422,0.0,29416.628,100.0
7443,264.47827328225037,164.47828,0.0,29564.658,100.0
7444,280.2508911138474,180.25089,0.0,29726.884,100.0
7445,267.225957827296,167.22596,0.0,29877.388,100.0
7446,226.42811420271937,126.42812,0.0,29991.173,100.0
7447,161.2752290801719,61.27523,0.0,30046.321,100.0
7448,78.75159811576268,0.0,21.248401,30022.711,100.0
7449,4.407408188644738,0.0,95.592592,29916.497,100.0
7450,0.0,0.0,100.0,29805.386,100.0
7451,0.0,0.0,100.0,29694.275,100.0
7452,0.0,0.0,100.0,29583.164,100.0
7453,0.0,0.0,100.0,29472.053,100.0
7454,0.0,0.0,100.0,29360.942,100.0
7455,0.0,0.0,100.0,29249.831,100.0
7456,0.0,0.0,100.0,29138.72,100.0
7457,0.0,0.0,100.0,29027.608,100.0
7458,0.0,0.0,100.0,28916.497,100.0
7459,0.0,0.0,100.0,28805.386,100.0
7460,0.0,0.0,100.0,28694.275,100.0
7461,0.0,0.0,100.0,28583.164,100.0
7462,0.0,0.0,100.0,28472.053,100.0
7463,1.3256720453512356,0.0,98.674328,28362.415,100.0
7464,68.88943248981985,0.0,31.110567,28327.847,100.0
7465,152.23870211315906,52.238703,0.0,28374.862,100.0
7466,219.37376941476856,119.37377,0.0,28482.299,100.0
7467,262.674474766613,162.67448,0.0,28628.706,100.0
7468,278.45769647433485,178.4577,0.0,28789.318,100.0
7469,265.47483677721334,165.47484,0.0,28938.245,100.0
7470,224.7486279248819,124.74863,0.0,29050.519,100.0
7471,159.69875612417596,59.698757,0.0,29104.248,100.0
7472,77.3480400031928,0.0,22.651959,29079.079,100.0
7473,3.905233530153034,0.0,96.094766,28972.307,100.0
7474,0.0,0.0,100.0,28861.196,100.0
7475,0.0,0.0,100.0,28750.085,100.0
7476,0.0,0.0,100.0,28638.973,100.0
7477,0.0,0.0,100.0,28527.862,100.0
7478,0.0,0.0,100.0,28416.751,100.0
7479,0.0,0.0,100.0,28305.64,100.0
7480,0.0,0.0,100.0,28194.529,100.0
7481,0.0,0.0,100.0,28083.418,100.0
7482,0.0,0.0,100.0,27972.307,100.0
7483,0.0,0.0,100.0,27861.196,100.0
7484,0.0,0.0,100.0,27750.085,100.0
7485,0.0,0.0,100.0,27638.973,100.0
7486,0.0,0.0,100.0,27527.862,100.0
7487,1.0511139781248875,0.0,98.948886,27417.919,100.0
7488,67.34872008292537,0.0,32.651279,27381.64,100.0
7489,150.52899188527329,50.528993,0.0,27427.116,100.0
7490,217.6032485252491,117.60325,0.0,27532.959,100.0
7491,260.8865023584436,160.8865,0.0,27677.757,100.0
7492,276.68699526238504,176.687,0.0,27836.775,100.0
7493,263.7531117359054,163.75311,0.0,27984.153,100.0
7494,223.1051056791218,123.10511,0.0,28094.948,100.0
7495,158.16379607201702,58.163797,0.0,28147.295,100.0
7496,75.98952978291783,0.0,24.01047,28120.617,100.0
7497,3.4497111963670415,0.0,96.550289,28013.339,100.0
7498,0.0,0.0,100.0,27902.227,100.0
7499,0.0,0.0,100.0,27791.116,100.0
7500,0.0,0.0,100.0,27680.005,100.0
7501,0.0,0.0,100.0,27568.894,100.0
7502,0.0,0.0,100.0,27457.783,100.0
7503,0.0,0.0,100.0,27346.672,100.0
7504,0.0,0.0,100.0,27235.561,100.0
7505,0.0,0.0,100.0,27124.45,100.0
7506,0.0,0.0,100.0,27013.339,100.0
7507,0.0,0.0,100.0,26902.227,100.0
